date,customer_id,product,price,quantity,coupon_code,shipping_city
2026-01-08 23:00:00,CUST_1052,Headphones,473.31,3,WELCOME20,Montreal
2026-01-09 00:00:00,CUST_1035,Laptop,1050.46,1,WELCOME20,Ottawa
2026-01-09 01:00:00,CUST_1052,Headphones,520.56,2,SAVE10,Calgary
2026-01-09 02:00:00,CUST_1031,Keyboard,916.73,4,FREESHIP,Toronto
2026-01-09 03:00:00,CUST_1001,Laptop,552.54,4,WELCOME20,Vancouver
2026-01-09 04:00:00,CUST_1099,Monitor,921.03,3,WELCOME20,Vancouver
2026-01-09 05:00:00,CUST_1008,Headphones,851.38,4,SAVE10,Toronto
2026-01-09 06:00:00,CUST_1059,Monitor,511.76,2,WELCOME20,Montreal
2026-01-09 07:00:00,CUST_1053,Laptop,1087.04,2,WELCOME20,Montreal
2026-01-09 08:00:00,CUST_1018,Monitor,902.02,2,SAVE10,Calgary
2026-01-09 09:00:00,CUST_1078,Headphones,738.58,5,FREESHIP,Calgary
2026-01-09 10:00:00,CUST_1004,Headphones,454.77,5,SAVE10,Vancouver
2026-01-09 11:00:00,CUST_1030,Mouse,1087.94,1,FREESHIP,Ottawa
2026-01-09 12:00:00,CUST_1086,Headphones,639.2,4,WELCOME20,Ottawa
2026-01-09 13:00:00,CUST_1038,Monitor,481.99,4,WELCOME20,Montreal
2026-01-09 14:00:00,CUST_1036,Keyboard,104.96,3,SAVE10,Toronto
2026-01-09 15:00:00,CUST_1055,Monitor,792.32,5,WELCOME20,Ottawa
2026-01-09 16:00:00,CUST_1028,Monitor,749.25,3,FREESHIP,Vancouver
2026-01-09 17:00:00,CUST_1039,Laptop,765.81,2,FREESHIP,Toronto
2026-01-09 18:00:00,CUST_1019,Mouse,1066.61,3,WELCOME20,Calgary
2026-01-09 19:00:00,CUST_1065,Laptop,545.04,5,SAVE10,Ottawa
2026-01-09 20:00:00,CUST_1032,Monitor,1181.49,5,NONE,Toronto
2026-01-09 21:00:00,CUST_1045,Mouse,1033.96,1,WELCOME20,Montreal
2026-01-09 22:00:00,CUST_1017,Headphones,406.31,3,WELCOME20,Toronto
2026-01-09 23:00:00,CUST_1072,Keyboard,193.39,1,FREESHIP,Ottawa
2026-01-10 00:00:00,CUST_1038,Headphones,1154.44,4,NONE,Toronto
2026-01-10 01:00:00,CUST_1044,Keyboard,253.43,3,FREESHIP,Calgary
2026-01-10 02:00:00,CUST_1039,Monitor,151.84,1,NONE,Vancouver
2026-01-10 03:00:00,CUST_1024,Keyboard,67.9,3,NONE,Calgary
2026-01-10 04:00:00,CUST_1073,Keyboard,515.84,1,SAVE10,Ottawa
2026-01-10 05:00:00,CUST_1003,Keyboard,926.35,1,WELCOME20,Montreal
2026-01-10 06:00:00,CUST_1076,Mouse,282.19,3,SAVE10,Vancouver
2026-01-10 07:00:00,CUST_1089,Laptop,595.1,4,WELCOME20,Vancouver
2026-01-10 08:00:00,CUST_1021,Keyboard,427.4,2,WELCOME20,Calgary
2026-01-10 09:00:00,CUST_1095,Mouse,156.67,3,FREESHIP,Calgary
2026-01-10 10:00:00,CUST_1007,Laptop,469.2,1,SAVE10,Toronto
2026-01-10 11:00:00,CUST_1077,Headphones,1027.54,2,WELCOME20,Ottawa
2026-01-10 12:00:00,CUST_1037,Headphones,228.68,5,SAVE10,Calgary
2026-01-10 13:00:00,CUST_1057,Keyboard,579.65,3,WELCOME20,Calgary
2026-01-10 14:00:00,CUST_1088,Headphones,1075.95,3,NONE,Calgary
2026-01-10 15:00:00,CUST_1054,Monitor,956.63,4,SAVE10,Calgary
2026-01-10 16:00:00,CUST_1093,Laptop,584.33,5,NONE,Montreal
2026-01-10 17:00:00,CUST_1054,Keyboard,69.68,1,SAVE10,Calgary
2026-01-10 18:00:00,CUST_1058,Laptop,295.54,4,NONE,Toronto
2026-01-10 19:00:00,CUST_1079,Monitor,117.37,3,SAVE10,Toronto
2026-01-10 20:00:00,CUST_1079,Headphones,322.17,1,FREESHIP,Calgary
2026-01-10 21:00:00,CUST_1072,Monitor,799.02,5,SAVE10,Calgary
2026-01-10 22:00:00,CUST_1068,Headphones,793.74,4,FREESHIP,Vancouver
2026-01-10 23:00:00,CUST_1065,Keyboard,439.84,3,FREESHIP,Ottawa
2026-01-11 00:00:00,CUST_1028,Laptop,878.97,1,SAVE10,Montreal
2026-01-11 01:00:00,CUST_1074,Laptop,311.31,1,SAVE10,Ottawa
2026-01-11 02:00:00,CUST_1086,Monitor,218.86,4,FREESHIP,Ottawa
2026-01-11 03:00:00,CUST_1040,Keyboard,1014.49,4,WELCOME20,Toronto
2026-01-11 04:00:00,CUST_1018,Mouse,1120.76,3,SAVE10,Vancouver
2026-01-11 05:00:00,CUST_1051,Laptop,853.17,1,SAVE10,Ottawa
2026-01-11 06:00:00,CUST_1098,Keyboard,465.21,3,SAVE10,Montreal
2026-01-11 07:00:00,CUST_1073,Headphones,1030.67,5,SAVE10,Toronto
2026-01-11 08:00:00,CUST_1039,Keyboard,1081.59,4,FREESHIP,Calgary
2026-01-11 09:00:00,CUST_1019,Keyboard,86.67,5,FREESHIP,Ottawa
2026-01-11 10:00:00,CUST_1050,Mouse,1031.77,4,FREESHIP,Toronto
2026-01-11 11:00:00,CUST_1037,Mouse,387.64,4,SAVE10,Calgary
2026-01-11 12:00:00,CUST_1069,Keyboard,486.45,2,WELCOME20,Montreal
2026-01-11 13:00:00,CUST_1048,Keyboard,61.51,3,FREESHIP,Vancouver
2026-01-11 14:00:00,CUST_1017,Mouse,598.65,5,SAVE10,Toronto
2026-01-11 15:00:00,CUST_1095,Keyboard,890.94,1,SAVE10,Montreal
2026-01-11 16:00:00,CUST_1029,Laptop,1089.91,3,FREESHIP,Montreal
2026-01-11 17:00:00,CUST_1038,Keyboard,361.24,5,NONE,Calgary
2026-01-11 18:00:00,CUST_1017,Keyboard,1034.85,2,WELCOME20,Calgary
2026-01-11 19:00:00,CUST_1082,Laptop,699.73,5,WELCOME20,Montreal
2026-01-11 20:00:00,CUST_1068,Mouse,547.25,1,FREESHIP,Montreal
2026-01-11 21:00:00,CUST_1084,Keyboard,912.3,5,NONE,Ottawa
2026-01-11 22:00:00,CUST_1084,Mouse,79.58,4,FREESHIP,Ottawa
2026-01-11 23:00:00,CUST_1005,Mouse,79.81,3,FREESHIP,Ottawa
2026-01-12 00:00:00,CUST_1020,Laptop,1092.68,3,FREESHIP,Montreal
2026-01-12 01:00:00,CUST_1040,Mouse,351.83,4,NONE,Ottawa
2026-01-12 02:00:00,CUST_1031,Headphones,278.51,5,NONE,Montreal
2026-01-12 03:00:00,CUST_1046,Keyboard,862.89,1,FREESHIP,Ottawa
2026-01-12 04:00:00,CUST_1070,Monitor,969.29,5,FREESHIP,Ottawa
2026-01-12 05:00:00,CUST_1051,Keyboard,355.63,2,SAVE10,Calgary
2026-01-12 06:00:00,CUST_1068,Headphones,56.32,3,NONE,Montreal
2026-01-12 07:00:00,CUST_1024,Mouse,940.35,5,SAVE10,Ottawa
2026-01-12 08:00:00,CUST_1091,Keyboard,1118.63,4,SAVE10,Ottawa
2026-01-12 09:00:00,CUST_1012,Mouse,302.45,3,FREESHIP,Ottawa
2026-01-12 10:00:00,CUST_1012,Mouse,389.07,5,WELCOME20,Ottawa
2026-01-12 11:00:00,CUST_1012,Mouse,206.84,1,FREESHIP,Toronto
2026-01-12 12:00:00,CUST_1004,Headphones,476.58,1,WELCOME20,Montreal
2026-01-12 13:00:00,CUST_1082,Monitor,153.75,1,SAVE10,Vancouver
2026-01-12 14:00:00,CUST_1039,Monitor,372.13,4,NONE,Ottawa
2026-01-12 15:00:00,CUST_1020,Monitor,663.45,4,SAVE10,Montreal
2026-01-12 16:00:00,CUST_1054,Monitor,121.83,3,SAVE10,Toronto
2026-01-12 17:00:00,CUST_1045,Keyboard,634.93,5,WELCOME20,Ottawa
2026-01-12 18:00:00,CUST_1095,Mouse,1088.72,2,NONE,Ottawa
2026-01-12 19:00:00,CUST_1014,Headphones,347.85,3,WELCOME20,Vancouver
2026-01-12 20:00:00,CUST_1026,Keyboard,807.15,5,SAVE10,Toronto
2026-01-12 21:00:00,CUST_1096,Monitor,508.73,3,SAVE10,Vancouver
2026-01-12 22:00:00,CUST_1008,Keyboard,1195.54,3,FREESHIP,Ottawa
2026-01-12 23:00:00,CUST_1038,Keyboard,1095.53,2,FREESHIP,Toronto
2026-01-13 00:00:00,CUST_1035,Laptop,1023.09,4,SAVE10,Montreal
2026-01-13 01:00:00,CUST_1060,Laptop,208.29,1,NONE,Ottawa
2026-01-13 02:00:00,CUST_1076,Laptop,312.89,3,FREESHIP,Calgary
2026-01-13 03:00:00,CUST_1092,Headphones,403.95,2,NONE,Ottawa
2026-01-13 04:00:00,CUST_1015,Monitor,1021.5,3,WELCOME20,Ottawa
2026-01-13 05:00:00,CUST_1014,Monitor,700.53,4,FREESHIP,Calgary
2026-01-13 06:00:00,CUST_1039,Mouse,1048.21,4,WELCOME20,Montreal
2026-01-13 07:00:00,CUST_1071,Keyboard,395.94,2,FREESHIP,Toronto
2026-01-13 08:00:00,CUST_1031,Monitor,1157.19,2,SAVE10,Vancouver
2026-01-13 09:00:00,CUST_1091,Laptop,1116.94,1,FREESHIP,Ottawa
2026-01-13 10:00:00,CUST_1036,Mouse,924.81,4,NONE,Vancouver
2026-01-13 11:00:00,CUST_1048,Laptop,259.03,3,FREESHIP,Calgary
2026-01-13 12:00:00,CUST_1035,Mouse,911.31,3,WELCOME20,Montreal
2026-01-13 13:00:00,CUST_1031,Keyboard,1156.82,5,SAVE10,Montreal
2026-01-13 14:00:00,CUST_1026,Headphones,924.33,4,SAVE10,Calgary
2026-01-13 15:00:00,CUST_1026,Mouse,1071.86,4,WELCOME20,Vancouver
2026-01-13 16:00:00,CUST_1017,Mouse,176.0,2,WELCOME20,Toronto
2026-01-13 17:00:00,CUST_1081,Keyboard,924.23,3,FREESHIP,Toronto
2026-01-13 18:00:00,CUST_1028,Monitor,241.23,2,WELCOME20,Montreal
2026-01-13 19:00:00,CUST_1072,Keyboard,496.75,4,FREESHIP,Vancouver
2026-01-13 20:00:00,CUST_1004,Headphones,595.66,4,NONE,Calgary
2026-01-13 21:00:00,CUST_1029,Monitor,641.67,1,FREESHIP,Toronto
2026-01-13 22:00:00,CUST_1087,Laptop,179.1,1,NONE,Montreal
2026-01-13 23:00:00,CUST_1046,Headphones,1121.9,1,FREESHIP,Vancouver
2026-01-14 00:00:00,CUST_1098,Headphones,407.22,4,FREESHIP,Calgary
2026-01-14 01:00:00,CUST_1040,Headphones,30.59,2,FREESHIP,Ottawa
2026-01-14 02:00:00,CUST_1005,Mouse,266.07,4,NONE,Ottawa
2026-01-14 03:00:00,CUST_1028,Laptop,887.86,2,FREESHIP,Calgary
2026-01-14 04:00:00,CUST_1079,Keyboard,567.9,3,NONE,Ottawa
2026-01-14 05:00:00,CUST_1058,Laptop,321.7,5,SAVE10,Toronto
2026-01-14 06:00:00,CUST_1013,Keyboard,1134.81,3,WELCOME20,Toronto
2026-01-14 07:00:00,CUST_1015,Mouse,202.55,5,FREESHIP,Ottawa
2026-01-14 08:00:00,CUST_1054,Monitor,743.36,4,NONE,Montreal
2026-01-14 09:00:00,CUST_1033,Keyboard,612.42,4,SAVE10,Calgary
2026-01-14 10:00:00,CUST_1041,Headphones,892.42,2,SAVE10,Montreal
2026-01-14 11:00:00,CUST_1015,Keyboard,366.86,1,FREESHIP,Montreal
2026-01-14 12:00:00,CUST_1019,Mouse,182.46,4,SAVE10,Montreal
